Customer ID,Gender,DOB,First Name,Last Name,Phone Number,Loyalty Tier,Marketing Segment
"""CID7855018""",Male,11/10/2001,Wesley,Barrett,04383 217 187,Gold,New
"""CID6547649""",Male,3/18/1978,Olivia,Patrick,04670 834 498,Bronze,New
"""CID2758465""",Male,4/1/1993,David,Frazier,04968 231 732,Bronze,New
"""CID3027754""",Male,9/27/1972,Gael,Mitchell,04899 537 685,Silver,New
"""CID8768104""",Male,10/13/1971,Lyla,Austin,04464 751 867,Silver,New
"""CID5897047""",Male,12/23/1972,Levi,Curtis,04973 176 273,Silver,New
"""CID9794654""",Male,6/17/1989,Mason,Sparks,04841 525 290,Silver,New
"""CID1220875""",Male,6/11/1971,Elena,Cochran,04412 782 602,Silver,New
"""CID4104470""",Male,2/8/1979,Charles,Osborne,04916 299 578,Bronze,New
"""CID2855233""",Male,2/25/1994,Elizabeth,Velasquez,04704 921 920,Silver,New
"""CID6862523""",Male,8/12/1972,Charlotte,Wagner,04151 752 623,Bronze,New
"""CID7286382""",Male,1/9/1972,Luke,George,04337 267 241,Bronze,New
"""CID5810328""",Male,8/1/1994,Eli,Little,04311 186 184,Bronze,New
"""CID2073147""",Male,11/22/1975,Athena,Romero,04865 376 139,Silver,New
"""CID3316925""",Male,8/9/1986,Anna,Nguyen,04391 824 557,Silver,New
"""CID3437493""",Male,10/17/1988,Beau,James,04181 820 684,Bronze,New
"""CID9469001""",Male,2/8/1974,Liam,Stanley,04268 344 964,Bronze,New
"""CID5476436""",Male,3/10/1976,Mateo,King,04329 242 497,Bronze,Occasional
"""CID4274483""",Male,5/5/1999,Jeremiah,Sandoval,04270 534 821,Bronze,Occasional
"""CID4862805""",Male,7/29/1987,Leo,Johnson,04640 310 281,Gold,New
"""CID7502199""",Male,10/7/1978,Elias,Sims,04899 387 697,Bronze,Occasional
"""CID2767601""",Male,3/4/1981,Luke,Espinoza,04159 226 681,Bronze,Frequent Rider
"""CID9086691""",Male,12/5/1980,Grayson,Garza,04848 213 841,Silver,New
"""CID5274607""",Male,3/25/1995,Mila,Flynn,04713 872 372,Silver,New
"""CID2097979""",Male,9/22/2006,Cooper,Haynes,04956 802 961,Bronze,Occasional
"""CID2401375""",Male,7/8/1998,Eden,Frazier,04279 729 780,Bronze,New
"""CID3893881""",Male,4/12/1994,Thiago,Tucker,04837 766 622,Bronze,Occasional
"""CID8686907""",Male,11/11/1994,Jeremiah,Parker,04500 516 897,Silver,New
"""CID5262058""",Male,12/2/1990,Penelope,Lawrence,04538 900 906,Silver,New
"""CID1987769""",Male,8/15/1978,Brooks,Moreno,04741 704 322,Bronze,New
"""CID9813910""",Male,3/12/1984,Liam,Sherman,04391 930 149,Silver,New
"""CID6212956""",Male,11/14/1972,Amelia,Johnson,04447 903 793,Bronze,Occasional
"""CID6720952""",Male,10/28/1987,Christopher,Tate,04581 648 785,Bronze,New
"""CID6568203""",Male,5/22/1987,Mia,Ball,04985 872 967,Silver,New
"""CID2272701""",Male,8/25/1994,Michael,Graves,04895 276 218,Bronze,Occasional
"""CID7391084""",Male,7/6/1984,Jackson,Andrade,04131 622 542,Gold,New
"""CID8993746""",Male,4/4/1979,Daniel,Guzman,04788 220 177,Bronze,Occasional
"""CID3527273""",Male,9/2/1977,Theodore,Pratt,04273 436 650,Bronze,New
"""CID3460560""",Male,8/13/1980,Parker,Marsh,04394 688 685,Bronze,Frequent Rider
"""CID8457407""",Male,4/7/1992,Elijah,Rangel,04795 990 452,Bronze,Occasional
"""CID8298296""",Male,3/17/1990,Mason,Baker,04211 169 162,Bronze,Occasional
"""CID3474744""",Male,8/11/1983,Penelope,Lara,04431 649 354,Silver,New
"""CID5617829""",Male,3/6/1995,Luka,Cain,04971 248 967,Silver,New
"""CID8832256""",Male,3/25/1975,Valentina,Dominguez,04299 304 616,Bronze,New
"""CID4680165""",Male,6/7/1993,David,Ingram,04600 824 253,Silver,New
"""CID3334740""",Male,8/30/1975,Madison,Wheeler,04609 318 256,Silver,New
"""CID9676012""",Male,6/22/1987,Leah,Calderon,04224 912 737,Silver,New
"""CID8094225""",Male,12/18/1993,Lainey,Sutton,04937 543 635,Bronze,New
"""CID5908897""",Male,1/30/1989,Lydia,Lara,04456 958 438,Silver,New
"""CID4090445""",Male,8/20/1985,Kennedy,Austin,04675 898 606,Silver,New
"""CID5904214""",Male,10/19/1976,Samuel,Gilbert,04966 769 847,Bronze,New
"""CID7637895""",Male,7/10/1974,Axel,Palmer,04655 710 579,Bronze,Occasional
"""CID7956898""",Male,11/19/1982,Myles,Johnston,04198 181 929,Bronze,Frequent Rider
"""CID8207175""",Male,11/26/1974,Alexander,Lamb,04409 519 999,Bronze,Occasional
"""CID3690269""",Male,5/21/1989,Allison,Mckinney,04208 968 782,Silver,New
"""CID4157378""",Male,4/26/1995,Genesis,Jimenez,04803 252 331,Bronze,New
"""CID4316160""",Male,7/8/1984,Madelyn,Oconnor,04957 638 455,Silver,New
"""CID9657748""",Male,10/19/1978,Liliana,Pope,04178 776 536,Silver,New
"""CID2027701""",Male,9/10/1974,Zoe,Riley,04628 184 275,Bronze,Occasional
"""CID2490428""",Male,10/3/1971,Ezra,Owens,04807 184 347,Bronze,Occasional
"""CID4889218""",Male,4/11/1985,Luna,Austin,04309 205 861,Bronze,Frequent Rider
"""CID9021308""",Male,9/7/1989,Delilah,Figueroa,04771 938 988,Bronze,Occasional
"""CID4375680""",Male,7/20/1989,Abigail,Lowe,04721 367 239,Silver,New
"""CID3366407""",Male,8/20/1994,Quinn,Holland,04581 875 449,Silver,New
"""CID5177341""",Male,10/17/1991,Eden,Lindsey,04257 112 214,Gold,New
"""CID4892429""",Male,5/12/1985,Evelyn,Guerra,04127 169 303,Silver,New
"""CID3122465""",Male,9/9/1991,Melody,Fletcher,04733 491 390,Bronze,New
"""CID5333400""",Male,8/16/1973,Henry,Fuentes,04898 796 461,Silver,New
"""CID6736680""",Male,5/28/1994,Robert,Carpenter,04699 310 963,Silver,New
"""CID6403760""",Male,12/13/1973,Camila,Lamb,04274 742 932,Gold,New
"""CID6157690""",Male,7/28/1985,Anna,Mclaughlin,04643 307 973,Bronze,Frequent Rider
"""CID1687384""",Male,3/28/2002,Lydia,Long,04160 297 788,Gold,New
"""CID2907911""",Male,9/30/1974,Lily,Joseph,04529 673 540,Silver,New
"""CID5618626""",Male,7/17/1994,August,Gray,04110 940 429,Gold,New
"""CID1234811""",Male,3/14/1977,Waylon,Hess,04740 149 520,Bronze,Occasional
"""CID7696468""",Male,10/9/1990,Scarlett,Tyler,04905 736 404,Silver,New
"""CID3960778""",Male,8/24/1984,Natalie,Powers,04785 638 467,Bronze,Frequent Rider
"""CID6721195""",Male,7/8/1977,Madeline,Montgomery,04867 521 884,Silver,New
"""CID7050486""",Male,11/4/2007,Ryan,Burnett,04856 391 247,Gold,New
"""CID3667242""",Male,4/19/1975,Walker,Sanchez,04952 496 797,Bronze,Frequent Rider
"""CID3800315""",Male,4/17/1981,Adam,Walton,04255 878 750,Bronze,Occasional
"""CID4321227""",Male,3/1/1998,Lainey,Reid,04817 771 739,Silver,New
"""CID7025993""",Male,4/17/1983,Weston,Grant,04454 816 843,Bronze,New
"""CID6721115""",Male,1/17/1985,Jade,Ortiz,04259 507 141,Silver,New
"""CID3297756""",Male,12/13/1989,Luca,Cruz,04330 628 551,Silver,New
"""CID7999518""",Male,6/7/1999,Leo,Guerra,04780 840 378,Bronze,Occasional
"""CID7562784""",Male,11/24/1992,August,Flynn,04298 788 507,Gold,New
"""CID5209184""",Male,1/10/1991,Naomi,Harper,04335 728 214,Silver,New
"""CID8943996""",Male,3/31/1987,Adam,Bauer,04588 356 930,Silver,New
"""CID2800014""",Male,5/7/1972,Jose,Lopez,04574 455 942,Silver,New
"""CID5929909""",Male,5/5/1981,Ezekiel,Simmons,04508 539 162,Bronze,Occasional
"""CID5745531""",Male,11/1/1991,Jacob,Holloway,04955 314 382,Silver,New
"""CID9717409""",Male,6/3/2002,Luka,Nicholson,04960 779 714,Bronze,New
"""CID8778740""",Male,10/15/1992,Elizabeth,Wolf,04995 349 925,Silver,New
"""CID2760103""",Male,1/15/1992,Colton,Simmons,04682 142 900,Silver,New
"""CID8737960""",Male,3/31/1970,Isabella,Nunez,04288 510 365,Silver,New
"""CID1614728""",Male,12/2/1986,Michael,Moody,04336 194 237,Bronze,Occasional
"""CID9599547""",Male,5/29/1992,Thomas,Hernandez,04348 460 185,Silver,New
"""CID4968970""",Male,12/2/1985,Mason,Soto,04562 410 710,Silver,New
"""CID8693760""",Male,11/26/1990,Athena,Welch,04940 518 138,Bronze,Occasional
"""CID8933000""",Male,7/15/1982,Delilah,Nunez,04409 244 239,Bronze,Frequent Rider
"""CID2854118""",Male,2/15/1988,Alexander,Townsend,04989 999 498,Silver,New
"""CID2946383""",Male,1/4/1981,Isabella,Swanson,04115 812 317,Gold,New
"""CID8087727""",Male,6/4/1987,Avery,Fernandez,04394 457 434,Silver,New
"""CID3167972""",Male,11/30/1989,Joshua,Franklin,04174 684 953,Silver,New
"""CID8672051""",Male,7/27/1980,Weston,Baker,04213 726 657,Bronze,Occasional
"""CID1900212""",Male,8/17/1991,Everett,Franklin,04954 840 273,Gold,New
"""CID6471074""",Male,2/28/1983,Quinn,Hayes,04771 639 235,Bronze,New
"""CID5769975""",Male,9/16/1990,Zoe,Li,04464 350 210,Bronze,Occasional
"""CID9215181""",Male,1/18/1992,Hannah,Wolf,04774 849 920,Bronze,Occasional
"""CID4705824""",Male,9/10/1992,Amir,Nash,04579 173 692,Silver,New
"""CID9929724""",Male,8/14/1972,Quinn,Evans,04235 265 784,Bronze,Occasional
"""CID2126938""",Male,1/15/1975,Santiago,Ford,04830 546 501,Silver,New
"""CID5878385""",Male,8/21/1975,Lincoln,Smith,04876 661 810,Gold,New
"""CID8008351""",Male,5/8/1991,Millie,Miller,04156 916 148,Bronze,Frequent Rider
"""CID1654369""",Male,5/26/1994,Naomi,Ford,04944 350 452,Silver,New
"""CID8328724""",Male,7/19/1975,Olivia,Grant,04856 700 307,Bronze,Occasional
"""CID5869232""",Male,10/4/1988,Ethan,Neal,04290 481 315,Gold,New
"""CID4142270""",Male,1/23/1985,Mia,Little,04398 542 220,Bronze,Occasional
"""CID7795056""",Male,8/26/1990,Silas,Villarreal,04985 764 418,Bronze,Occasional
"""CID6424890""",Male,3/18/1980,Madison,Steele,04884 719 369,Gold,New
"""CID4248373""",Male,1/16/1992,Violet,Diaz,04582 677 315,Bronze,Frequent Rider
"""CID1987407""",Male,12/6/1992,Ivy,Gordon,04817 339 353,Silver,New
"""CID7989127""",Male,1/12/1981,Mia,Fuller,04149 193 300,Bronze,Frequent Rider
"""CID6889412""",Male,7/21/1973,Lily,French,04982 804 730,Bronze,Occasional
"""CID2390373""",Male,7/6/1973,Carter,Bradley,04991 161 198,Silver,New
"""CID5417114""",Male,7/8/1971,Madeline,Hardy,04682 804 429,Silver,New
"""CID1743329""",Male,2/10/1978,Isla,Flowers,04125 841 420,Gold,New
"""CID9572266""",Male,3/16/1973,Leo,Mack,04358 707 259,Bronze,New
"""CID9066915""",Male,12/13/1983,Grace,Becker,04913 847 738,Silver,New
"""CID4686015""",Male,8/11/1985,Micah,Bates,04497 424 699,Bronze,Occasional
"""CID3434946""",Male,2/20/1984,Sofia,Hudson,04530 814 652,Gold,New
"""CID9263813""",Male,12/11/1994,Alice,Weaver,04881 781 303,Bronze,Occasional
"""CID1284545""",Male,7/5/1987,Vivian,Barber,04551 776 844,Silver,New
"""CID7411774""",Male,4/21/1977,Hannah,Hansen,04969 970 690,Silver,New
"""CID9891408""",Male,3/19/1971,Hazel,Pham,04872 745 842,Silver,New
"""CID6422267""",Male,4/26/1973,Leonardo,Huang,04444 605 201,Silver,New
"""CID9656455""",Male,9/24/1986,Cameron,Shah,04207 148 303,Bronze,New
"""CID1866214""",Male,10/6/1988,Grace,Jimenez,04223 605 781,Bronze,New
"""CID7840034""",Male,12/10/2007,Matthew,Hayes,04539 129 323,Bronze,New
"""CID9094695""",Male,8/7/1974,Charles,Myers,04790 106 801,Bronze,Occasional
"""CID8990860""",Male,10/24/1984,Harper,Moss,04972 568 104,Silver,New
"""CID8639329""",Male,1/21/1984,Ella,Patrick,04575 375 745,Silver,New
"""CID3524152""",Male,6/25/1988,Emily,Valencia,04598 750 316,Bronze,New
"""CID8570326""",Male,4/17/1986,Angel,Stephens,04153 287 855,Bronze,New
"""CID2665303""",Male,7/17/1972,Elias,Estrada,04339 286 229,Bronze,Occasional
"""CID6777364""",Male,12/16/1993,Anthony,Hoffman,04152 365 502,Bronze,Occasional
"""CID8803526""",Male,5/17/1981,Nolan,Hill,04811 652 664,Silver,New
"""CID6918298""",Male,2/27/1984,Josie,Montoya,04103 519 406,Silver,New
"""CID5495817""",Male,7/7/2002,Lily,Day,04899 701 435,Silver,New
"""CID2124007""",Male,5/6/1993,Daisy,Griffin,04338 685 550,Silver,New
"""CID9856797""",Male,2/20/1990,Caleb,Curtis,04700 841 410,Bronze,New
"""CID8445123""",Male,1/19/1987,Luka,Hale,04852 572 994,Silver,New
"""CID2269085""",Male,8/25/1976,Gabriel,Strickland,04467 848 270,Gold,New
"""CID1232426""",Male,4/24/1993,Kai,Sutton,04922 315 564,Gold,New
"""CID9504166""",Male,11/14/1982,Cooper,Miller,04650 547 157,Silver,New
"""CID1850862""",Male,10/23/1977,Samuel,Lawrence,04469 491 656,Gold,New
"""CID4985221""",Male,3/22/1996,Vivian,Manning,04792 824 425,Bronze,New
"""CID6500725""",Male,11/12/1971,Isaiah,Bautista,04203 357 885,Bronze,New
"""CID1669757""",Male,10/17/1978,Gianna,Taylor,04958 292 292,Gold,New
"""CID1437120""",Male,1/2/1994,Naomi,Avila,04702 549 831,Silver,New
"""CID8873831""",Male,10/19/1984,Emma,Carlson,04740 754 957,Silver,New
"""CID7772792""",Male,1/8/1989,Lily,Castaneda,04646 598 674,Silver,New
"""CID3811912""",Male,3/21/1989,Leah,Mcgee,04130 492 660,Bronze,New
"""CID3932655""",Male,8/4/1970,Josiah,Frank,04395 611 499,Bronze,Occasional
"""CID8751508""",Male,8/4/1989,Maverick,Scott,04759 622 878,Silver,New
"""CID5980132""",Male,1/3/1992,Bennett,Kennedy,04300 782 225,Bronze,New
"""CID5914001""",Male,10/9/1985,John,Nichols,04426 748 136,Bronze,New
"""CID8553912""",Male,6/18/1989,Elizabeth,Schmidt,04878 927 753,Bronze,Occasional
"""CID5945602""",Male,12/5/2002,Joshua,Sparks,04244 387 240,Gold,New
"""CID4952683""",Male,9/10/1990,Riley,Andrews,04476 608 194,Silver,New
"""CID9090110""",Male,1/22/1993,Paisley,Douglas,04874 946 839,Bronze,Frequent Rider
"""CID2920360""",Male,1/3/1987,Ezra,Knight,04862 281 304,Gold,New
"""CID8440159""",Male,4/17/1991,Grace,Walsh,04943 269 710,Bronze,Frequent Rider
"""CID2646808""",Male,4/12/1993,Gianna,Gray,04243 939 398,Silver,New
"""CID2732686""",Male,11/5/1986,Harper,Owens,04425 394 754,Bronze,New
"""CID2567525""",Male,6/7/1986,Anthony,Ray,04956 231 521,Bronze,New
"""CID1130748""",Male,3/9/1990,Madelyn,Arias,04192 747 232,Bronze,Frequent Rider
"""CID9617692""",Male,2/23/1974,Lillian,Fox,04572 513 577,Silver,New
"""CID5929918""",Male,4/19/1994,Jaxon,Mann,04693 625 342,Silver,New
"""CID9232498""",Male,1/1/1979,Scarlett,Colon,04352 170 344,Silver,New
"""CID8028581""",Male,12/6/1988,Ian,Mcguire,04480 531 464,Gold,New
"""CID3954248""",Male,12/7/1991,Alexander,Henderson,04356 707 368,Bronze,Frequent Rider
"""CID7276683""",Male,6/20/1986,Luka,Shepherd,04882 251 436,Gold,New
"""CID2714523""",Male,1/25/1972,Samuel,Medina,04613 754 994,Gold,New
"""CID4959482""",Male,3/22/1973,Walker,Cohen,04852 257 533,Bronze,Occasional
"""CID2622198""",Male,10/22/1974,Elias,Ayala,04983 208 592,Gold,New
"""CID2739530""",Male,7/28/1987,Eleanor,Spencer,04206 310 981,Silver,New
"""CID2648912""",Male,6/8/1993,Nathan,Molina,04433 180 462,Silver,New
"""CID2857034""",Male,7/7/1993,Kennedy,Hayes,04554 995 287,Bronze,New
"""CID6796865""",Male,12/12/1975,Isaac,Gibbs,04540 617 734,Bronze,New
"""CID6148754""",Male,1/29/1993,Samuel,Medina,04935 418 654,Bronze,New
"""CID2134614""",Male,7/21/1986,Jayden,Hale,04219 471 934,Silver,New
"""CID5920254""",Male,9/12/1983,Madeline,Stevens,04356 279 863,Bronze,Frequent Rider
"""CID2101075""",Male,5/6/1985,Julian,Wright,04792 914 920,Gold,New
"""CID1981403""",Male,2/6/1994,Nova,Zamora,04836 953 571,Bronze,Occasional
"""CID9654665""",Male,11/11/1994,Wesley,Brown,04697 263 901,Gold,New
"""CID7961764""",Male,11/14/1984,David,Ortiz,04895 453 524,Bronze,Frequent Rider
"""CID4961958""",Male,8/18/1974,Isaiah,Ali,04171 161 622,Silver,New
"""CID4850544""",Male,8/5/1971,Zoey,Martinez,04867 273 708,Silver,New
"""CID6882160""",Male,4/20/1985,Cooper,Colon,04749 558 794,Silver,New
"""CID8370484""",Male,10/10/1980,Sophie,Alexander,04238 772 265,Bronze,Occasional
"""CID6589299""",Male,9/3/1974,Addison,Castaneda,04439 589 951,Gold,New
"""CID6514919""",Male,12/26/1981,Lucas,Malone,04409 737 714,Bronze,New
"""CID8630573""",Male,10/26/1972,Micah,Hamilton,04916 339 378,Bronze,New
"""CID2355893""",Male,1/8/1976,Liliana,Bowman,04960 783 956,Bronze,Occasional
"""CID9198241""",Male,1/3/1992,Ryan,Bowen,04117 572 601,Gold,New
"""CID8198108""",Male,5/8/1985,Genesis,Padilla,04426 682 793,Silver,New
"""CID9905928""",Male,11/21/1984,Lucia,Rice,04121 598 955,Silver,New
"""CID2604081""",Male,10/13/1991,Kinsley,Morrison,04313 142 377,Silver,New
"""CID8738734""",Male,6/9/1974,Emma,Day,04753 436 673,Bronze,Occasional
"""CID7018928""",Male,2/14/1987,Caroline,Salinas,04476 904 268,Bronze,Occasional
"""CID1304532""",Male,7/27/1986,Emma,Morton,04566 820 873,Bronze,Frequent Rider
"""CID1138102""",Male,7/16/1974,Mila,Mclaughlin,04478 587 749,Gold,New
"""CID8197780""",Male,8/19/1990,Elizabeth,Griffith,04388 958 881,Silver,New
"""CID1314547""",Male,6/5/1972,Gianna,Collins,04778 272 506,Bronze,Frequent Rider
"""CID3769876""",Male,12/21/1993,Genesis,Powell,04600 917 387,Bronze,Occasional
"""CID6504647""",Male,7/16/1986,Sophie,Villarreal,04418 899 139,Bronze,New
"""CID1413049""",Male,6/27/1996,Santiago,Cole,04983 895 712,Silver,New
"""CID3523304""",Male,6/13/1984,Adeline,Malone,04681 169 434,Silver,New
"""CID4302787""",Male,1/30/1975,Willow,Robles,04751 852 810,Bronze,New
"""CID5130186""",Male,8/6/1972,Miles,Simon,04927 483 268,Gold,New
"""CID9847191""",Male,1/28/1987,Carter,Beck,04277 818 976,Bronze,Occasional
"""CID9001185""",Male,6/20/1988,Silas,Gordon,04892 721 221,Silver,New
"""CID8095060""",Male,3/16/1972,Athena,Powell,04417 833 708,Silver,New
"""CID6551220""",Male,7/8/1988,Ella,Aguilar,04670 212 991,Bronze,Frequent Rider
"""CID6108270""",Male,8/14/1991,Claire,Knight,04156 986 637,Gold,New
"""CID5041826""",Male,11/21/1990,Nora,Mcbride,04497 651 439,Silver,New
"""CID2337091""",Male,6/28/1990,Sofia,Pena,04471 514 347,Silver,New
"""CID7373440""",Male,10/29/1976,Charlotte,Wagner,04113 165 411,Silver,New
"""CID2062435""",Male,9/29/1991,Joseph,Phillips,04603 297 302,Bronze,New
"""CID7588590""",Male,12/21/1986,Waylon,Wade,04885 397 163,Bronze,Occasional
"""CID3949229""",Male,6/22/1984,Gael,Johnston,04163 239 398,Bronze,Frequent Rider
"""CID6352892""",Male,10/31/1991,Layla,Little,04607 143 885,Bronze,Occasional
"""CID4990157""",Male,1/9/1992,Luna,Buchanan,04605 701 706,Silver,New
"""CID3373553""",Male,8/15/1994,Chloe,Francis,04713 811 535,Silver,New
"""CID8629983""",Male,1/30/1992,Grayson,Chambers,04833 820 476,Bronze,Occasional
"""CID5846042""",Male,6/8/1990,Sarah,Boyd,04935 498 594,Bronze,New
"""CID1099042""",Male,9/24/1990,Isaac,Love,04522 155 550,Silver,New
"""CID2511475""",Male,9/30/1991,Rowan,Yates,04448 800 164,Bronze,New
"""CID7333556""",Male,6/9/1972,Emily,Hudson,04693 913 315,Bronze,Frequent Rider
"""CID1939303""",Male,11/9/1984,Josiah,Moss,04794 774 274,Bronze,Occasional
"""CID6354029""",Male,11/25/1984,Angel,Schroeder,04515 396 903,Silver,New
"""CID4713487""",Male,6/6/1970,Ava,Washington,04596 943 566,Gold,New
"""CID7594746""",Male,1/30/1986,Madeline,Cross,04172 989 497,Bronze,Frequent Rider
"""CID1334860""",Male,10/8/1993,Jacob,Watkins,04464 241 153,Silver,New
"""CID1879239""",Male,3/9/1993,Myles,Craig,04398 265 887,Gold,New
"""CID6012052""",Male,11/20/1970,Gianna,Flowers,04209 402 578,Gold,New
"""CID4729917""",Male,6/23/1992,Waylon,Roman,04891 633 464,Gold,New
"""CID5798740""",Male,12/7/1988,Ruby,Arnold,04995 968 459,Gold,New
"""CID2135267""",Male,6/10/1982,Josephine,Price,04854 291 103,Bronze,New
"""CID2359423""",Male,1/29/1981,Ana,Lowe,04671 488 390,Gold,New
"""CID3609988""",Male,7/5/1985,Micah,Mueller,04335 706 254,Bronze,New
"""CID7594696""",Male,2/11/1971,Ana,Beck,04742 380 473,Bronze,Occasional
"""CID6896079""",Male,8/1/1989,Theo,Myers,04330 375 569,Silver,New
"""CID9846974""",Male,7/13/1984,Robert,Logan,04642 285 234,Silver,New
"""CID5711221""",Male,2/6/2000,Theodore,Henderson,04942 655 252,Gold,New
"""CID1779556""",Male,1/3/1975,Josie,Burns,04415 775 554,Bronze,Occasional
"""CID6032039""",Male,1/8/1981,Clara,Curry,04513 665 406,Silver,New
"""CID1882969""",Male,1/29/1988,Daisy,Mcguire,04453 941 530,Silver,New
"""CID2998159""",Male,11/13/1985,Maria,Valencia,04226 729 980,Bronze,Occasional
"""CID4171612""",Male,10/2/1994,Layla,Barrera,04784 419 408,Gold,New
"""CID5437240""",Male,9/13/1977,Carter,Ochoa,04536 520 310,Bronze,Frequent Rider
"""CID7580229""",Male,7/10/1981,Joseph,King,04251 855 340,Bronze,Frequent Rider
"""CID9482024""",Male,1/25/1974,Theo,Thomas,04675 391 852,Bronze,Occasional
"""CID5904498""",Male,3/8/1978,Theodore,Diaz,04626 650 826,Gold,New
"""CID6098489""",Male,11/3/1991,Kennedy,Dennis,04364 169 149,Bronze,New
"""CID1819481""",Male,11/8/1999,Elena,Trujillo,04473 902 704,Bronze,Occasional
"""CID9309123""",Male,1/30/1990,Mason,Griffith,04792 429 895,Gold,New
"""CID2007884""",Male,3/7/1990,Jaxon,Shelton,04714 985 732,Bronze,Occasional
"""CID1715212""",Male,9/6/1977,Isaac,Caldwell,04690 185 803,Bronze,New
"""CID4707288""",Male,10/31/1991,Wesley,Morris,04583 715 203,Silver,New
"""CID5215839""",Male,11/30/1996,Ayla,Fisher,04864 848 204,Bronze,Occasional
"""CID9626013""",Male,10/2/1985,Brooks,Leonard,04399 413 527,Silver,New
"""CID2375761""",Male,6/19/1990,Madeline,Spencer,04187 670 673,Silver,New
"""CID5226772""",Male,4/4/1994,Madison,Hoffman,04207 933 366,Bronze,New
"""CID1386834""",Male,9/8/1994,Liam,Hubbard,04247 711 116,Bronze,Frequent Rider
"""CID2867023""",Male,3/10/1986,Hudson,Malone,04188 417 620,Bronze,Frequent Rider
"""CID1876920""",Male,7/20/1994,Everett,Delacruz,04346 468 355,Silver,New
"""CID1007201""",Male,11/22/1989,Brooks,Neal,04305 790 696,Bronze,Occasional
"""CID1129176""",Male,11/25/1991,Violet,Price,04575 588 669,Silver,New
"""CID6416108""",Male,12/26/1974,Jackson,Ward,04827 874 909,Bronze,New
"""CID2819763""",Male,7/22/1986,Paisley,Morrison,04666 560 607,Silver,New
"""CID3040845""",Male,1/26/1985,Athena,Henderson,04399 354 273,Bronze,Occasional
"""CID3173636""",Male,7/23/1995,Iris,Ali,04805 290 184,Silver,New
"""CID5542026""",Male,8/22/1971,Wesley,Allen,04550 872 658,Bronze,Occasional
"""CID2126405""",Male,12/30/1981,Zoe,Padilla,04256 906 165,Bronze,Frequent Rider
"""CID8407961""",Male,2/19/1983,John,Fleming,04332 885 287,Silver,New
"""CID7217385""",Male,12/10/1975,Harper,Reid,04298 942 152,Silver,New
"""CID7676903""",Male,5/24/1970,Ian,Daniel,04770 642 385,Silver,New
"""CID7584934""",Male,3/9/1972,Scarlett,Nash,04124 354 158,Gold,New
"""CID9346624""",Male,5/19/1988,Allison,Burns,04212 975 543,Silver,New
"""CID8120631""",Male,1/19/1970,Victoria,Carroll,04533 393 785,Silver,New
"""CID9848665""",Male,7/24/1992,Kinsley,Johnston,04325 238 462,Bronze,New
"""CID5275753""",Male,4/18/1985,Isaiah,Gross,04857 615 239,Silver,New
"""CID1529343""",Male,8/23/1985,Stella,Herrera,04582 991 712,Bronze,New
"""CID3630952""",Male,9/5/1994,Layla,Wilkins,04834 467 224,Bronze,Occasional
"""CID7742637""",Male,10/16/1998,Wesley,Delacruz,04356 582 952,Gold,New
"""CID4862741""",Male,1/27/1986,Everly,Medina,04898 676 667,Bronze,New
"""CID6612618""",Male,7/21/1995,Vivian,Huang,04600 416 496,Bronze,Occasional
"""CID3911391""",Male,4/18/1986,Mateo,Singh,04413 777 496,Bronze,New
"""CID7118089""",Male,7/14/1992,Colton,Mitchell,04592 982 217,Bronze,New
"""CID9555910""",Male,11/26/1981,Abigail,Ross,04525 816 560,Silver,New
"""CID9304922""",Male,9/10/1976,Sadie,Freeman,04582 272 746,Silver,New
"""CID1322718""",Male,9/30/1981,Ian,Vasquez,04812 819 551,Bronze,New
"""CID5684118""",Male,9/10/1976,Grayson,Cannon,04693 368 646,Bronze,New
"""CID3203804""",Male,3/18/1988,Leilani,Saunders,04853 684 703,Silver,New
"""CID5569009""",Male,4/27/1994,Jaxon,Greene,04874 956 646,Bronze,Frequent Rider
"""CID4716435""",Male,6/8/1978,Colton,Trujillo,04212 633 160,Bronze,Frequent Rider
"""CID4267591""",Male,8/27/1982,Stella,Taylor,04699 433 105,Silver,New
"""CID6985149""",Male,2/27/1986,Dylan,Barrera,04900 652 117,Silver,New
"""CID4194230""",Male,11/23/1989,Noah,Garza,04774 579 416,Bronze,Frequent Rider
"""CID8395264""",Male,10/17/1970,Claire,Elliott,04363 290 940,Bronze,Frequent Rider
"""CID2581321""",Male,1/15/1984,Isaiah,Wolfe,04738 552 661,Gold,New
"""CID1693645""",Male,9/12/1986,Michael,Shah,04129 986 659,Silver,New
"""CID5036911""",Male,10/12/1993,Santiago,Howard,04715 733 538,Gold,New
"""CID3191650""",Male,1/29/1987,Madeline,Herrera,04569 141 155,Bronze,Occasional
"""CID7353273""",Male,6/4/1990,Owen,Park,04342 445 773,Bronze,Occasional
"""CID4769843""",Male,7/13/1983,Andrew,Erickson,04390 128 755,Bronze,Occasional
"""CID3896021""",Male,3/17/1981,Lily,Nichols,04487 959 228,Silver,New
"""CID6662703""",Male,8/8/1990,Lillian,Holloway,04821 441 207,Silver,New
"""CID3169169""",Male,3/26/1992,Beau,Goodwin,04774 761 405,Bronze,Occasional
"""CID7213316""",Male,10/24/1987,Nolan,Hardy,04118 562 910,Silver,New
"""CID8245100""",Male,7/21/1995,Leah,Turner,04113 711 111,Silver,New
